RID,Age,Gender,Stream,Internships,Btech_CGPA,SSLC_Percentage,PUC_Percentage,Hostel,HistoryOfBacklogs,PlacedOrNot,Salary
A3PI6O5RQF35OA,21,Male,Mechanical,0,7,81,79,1,0,0,
A3OWCIC7PRWNK3,21,Male,Electronics And Communication,0,6,80,76,0,0,0,
A9ODO6679AYNL,22,Female,Information Technology,0,7,76,81,0,0,0,
A3W4Y2B3F35KF8,22,Male,Mechanical,1,8,71,88,1,0,1,230000
A31MJ69YC0NH7S,22,Male,Computer Science,3,6,78,81,0,0,1,260000
A1LFY5080IJ4GX,21,Male,Electronics And Communication,1,6,69,86,0,0,0,
A1PK9I99B0WTG3,22,Male,Electronics And Communication,0,7,68,83,0,0,0,
AM6PVO9JVJIT5,21,Male,Computer Science,2,7,76,82,0,0,1,300000
A115WHSFPDMQ5N,22,Male,Electrical,0,6,78,81,0,0,0,
A2G8H82RM1K1P0,21,Male,Computer Science,0,6,79,80,0,0,0,
A1W8UFNOLEZBND,22,Male,Electronics And Communication,1,6,91,76,0,0,0,
A3VZ30PZ185XK7,22,Male,Information Technology,1,8,67,71,0,0,1,380000
AQ80XJP32TSTT,22,Female,Civil,1,8,70,78,0,1,1,300000
A8WJ5K5ZPZDUA,22,Male,Computer Science,3,6,71,69,0,1,0,
AI86WSD1C5ZTA,21,Male,Information Technology,0,6,76,68,0,0,0,
A3G0JVFI5ZCYOW,22,Male,Civil,0,8,70,76,0,0,1,360000
A3I0HC7KZGN6PI,22,Male,Electronics And Communication,1,6,75,78,0,0,0,
A1BKJNAWJT2TG2,22,Female,Civil,1,6,74,79,0,0,0,200000
A2NMFGQYFAF2VJ,21,Male,Information Technology,0,8,73,91,0,0,1,300000
A305JSUWOBPPKD,21,Male,Computer Science,1,7,78,67,0,0,0,
A301HIMD0CC6UB,22,Male,Information Technology,1,8,79,73,1,0,1,250000
A27KS5CFI9EK2,21,Male,Computer Science,0,7,76,78,0,0,0,
ADW07H04TWAS4,21,Male,Electrical,0,8,81,79,0,0,1,250000
A3QQ9GBV3KFYCE,21,Male,Information Technology,0,7,88,76,0,0,0,
A1D5IMMO2MYG51,21,Male,Electrical,2,8,81,81,0,1,1,250000
A2E1HAX1LFWM1K,22,Female,Computer Science,1,6,86,68,1,0,0,
A2PU80LCKRMC9X,21,Female,Computer Science,1,7,83,70,1,0,0,
A1VC67V35UEYNJ,22,Male,Information Technology,1,8,82,71,0,0,1,240000
AQG1J415TI5IB,24,Male,Computer Science,1,8,81,76,0,0,1,276000
A1RBS4BNWAZMDB,24,Male,Computer Science,1,6,80,70,1,1,1,940000
A3KNZ1G2OVIY57,22,Male,Information Technology,1,6,76,75,0,0,1,276000
A2K1P14DYQCX17,24,Male,Computer Science,1,7,71,74,0,0,1,250000
A9CCWULW1RS46,24,Male,Computer Science,1,7,78,73,0,0,1,236000
AXFXZZKD41AJ0,24,Male,Computer Science,1,7,69,78,0,0,1,240000
A1E2IEEY9Z1O4P,24,Female,Information Technology,1,6,68,81,0,0,1,250000
A3DXV839QU4DB0,24,Male,Computer Science,0,8,76,80,0,0,1,350000
AHVYUT43QOK6R,20,Female,Electrical,1,7,78,76,0,1,0,
A1E4KELMYTHZ9L,21,Male,Computer Science,1,7,79,71,0,0,1,250000
A1QHEMBY0F2D0H,23,Male,Electronics And Communication,0,7,91,78,0,0,0,
A3UH78YN0TKN3Q,22,Female,Computer Science,1,8,67,69,1,0,1,250000
AT80HTBB0TX0C,23,Male,Computer Science,1,7,73,68,0,0,1,240000
A28BT4Q950I4V8,23,Male,Electrical,2,7,78,76,0,0,0,
A1C0315XHXKAZY,22,Female,Computer Science,2,7,79,78,1,1,1,300000
A1B3CKU4BWFTH,24,Male,Computer Science,1,6,76,79,0,0,1,250000
A32NEDX6UVV8DE,22,Male,Information Technology,2,7,81,91,0,0,0,
A10Q5N7CMM9U39,24,Male,Computer Science,0,6,88,67,0,0,1,200000
A5OFYZAS9GRUD,22,Male,Information Technology,0,6,81,73,0,0,0,
AMDCRQX042Z90,23,Male,Mechanical,0,7,86,78,0,0,0,
A3QINP6QR8NMYZ,22,Male,Electrical,1,7,83,91,0,0,0,
A1JBP9R0PA5DW3,23,Male,Electronics And Communication,1,6,82,67,0,1,1,220000
A1124PSXYS9XFX,23,Male,Electrical,0,8,81,68,0,1,1,265000
A23HRTD9I9K90Z,20,Male,Electrical,1,8,80,69,0,0,1,250000
A3LBQZ0MS513G9,24,Male,Mechanical,0,7,68,68,1,0,0,
A12B7ZMXFI6IXY,24,Male,Computer Science,2,6,70,70,0,0,1,300000
A2YP1HYB6Q0JEQ,20,Male,Computer Science,1,6,71,71,0,0,0,
AP23G5AL2JMB8,24,Male,Mechanical,0,6,76,76,1,0,1,400000
AWEI6TB5Z2D37,22,Female,Electrical,1,7,70,70,0,0,0,
A221YJMA9T54RU,20,Male,Civil,1,6,75,75,0,0,0,
AUMDVZST3VWWW,23,Male,Electronics And Communication,1,6,74,74,0,1,1,240000
A1MHK19QSCV8SY,23,Male,Mechanical,0,6,73,73,1,0,0,
A5PPSTSV20GET,22,Male,Computer Science,1,6,78,78,0,0,0,
A2K2SLV5CUV0HA,22,Male,Mechanical,1,7,79,79,1,0,0,
A27UKUKKYAS05N,23,Male,Computer Science,0,7,76,76,0,0,0,
A2QZ5W1JE19OMK,22,Male,Computer Science,1,8,81,81,0,0,1,340000
A1PTM9EG6KMLMX,20,Male,Computer Science,0,8,88,88,0,1,1,250000
AH0EDDWD5F3UG,20,Female,Computer Science,1,7,81,81,1,0,1,340000
A1NF13OPBTS258,21,Male,Electrical,0,7,86,86,0,0,1,255000
AAEN2X0G9EACJ,23,Male,Computer Science,1,7,83,83,0,0,0,
A1L8JN70APASRF,21,Female,Information Technology,1,8,82,82,0,0,1,300000
A1V06YGPB4EWOG,21,Male,Mechanical,0,6,81,81,1,0,0,
A3UXGH70HDRE6B,20,Male,Civil,0,8,80,80,0,0,1,300000
A11UPNFYDICF3C,23,Female,Computer Science,0,7,76,76,1,1,0,
A39E86Q9GRWC03,21,Male,Electronics And Communication,0,8,71,71,0,1,1,285000
A1M5D0DG09UGVM,24,Male,Electronics And Communication,1,7,78,78,0,0,0,
A361SYT8FH2496,21,Male,Electronics And Communication,1,6,69,69,0,0,0,
AP3CV0DST5ZYQ,21,Male,Electrical,0,8,68,68,0,0,1,255000
A3KQMUXE6RI8S0,22,Male,Computer Science,0,6,76,76,0,1,0,
A84O215CIZY6W,20,Male,Computer Science,2,7,78,78,0,0,0,
AAQS8WVYC7H08,21,Male,Computer Science,0,7,79,79,0,0,1,240000
A2MGH3MBXMKD96,20,Male,Information Technology,0,6,91,91,0,0,0,
A15FH7BL69LW8L,23,Male,Information Technology,0,8,67,67,0,0,1,300000
A1RRF0PYT76Z4G,22,Male,Computer Science,0,7,73,73,0,0,0,
A2JWGBR1F593II,21,Male,Information Technology,0,8,78,78,0,0,1,300000
AGS9BY46QU8H,21,Male,Mechanical,0,6,79,79,1,0,1,290000
A1F7YU6O5RU432,24,Male,Information Technology,0,8,76,76,0,0,1,500000
A2QLCGKPHFODNF,23,Male,Electronics And Communication,1,6,81,81,0,0,0,
A2E1H7F0X6OXYA,22,Male,Computer Science,0,7,68,88,0,0,1,220000
A1KQ8ECWT47AC7,20,Male,Mechanical,0,6,70,81,1,1,0,
ANCEMK9M8G81K,24,Male,Mechanical,0,7,71,86,1,0,1,350000
A5Z6DAB7B8PIQ,21,Male,Information Technology,0,8,76,83,0,1,1,650000
ANKC3PKFBG1YB,23,Male,Computer Science,2,7,70,82,0,1,1,265000
A3FINMLII6FWSI,23,Male,Mechanical,1,7,75,81,1,0,1,500000
AZ091NSEL2ILM,23,Male,Civil,0,8,74,80,0,0,1,500000
AFAS0CKPJ5BZ8,22,Male,Electronics And Communication,1,7,73,76,0,0,0,
A2OC09XO0IA4JH,24,Male,Mechanical,1,8,78,71,1,0,1,276000
A2JP9E1H0SF392,21,Female,Computer Science,0,8,79,78,1,1,1,252000
AJKEHUQEA778F,22,Male,Computer Science,0,6,76,69,0,1,0,
A371JLBDQHZSU3,22,Male,Electronics And Communication,0,6,88,68,0,0,1,280000
ALL9XFM0Q1N4E,23,Male,Electrical,0,6,81,67,0,0,0,
ALEFHMM41FOVJ,20,Male,Computer Science,1,7,86,68,0,0,1,500000
A3MQ9XEN54X3TN,22,Male,Computer Science,1,8,83,69,0,0,1,500000
A3AR534GJE074D,20,Male,Electronics And Communication,0,8,82,68,0,0,1,264000
A1GNYKVAT4ZHT1,23,Male,Computer Science,1,7,81,70,0,0,0,
ALN2P0KIN514J,21,Male,Information Technology,1,7,80,71,0,0,1,300000
A2CLOUNAICQ1M8,24,Male,Civil,0,8,68,76,0,0,1,270000
A277NC1XDZDUVX,21,Male,Information Technology,0,8,70,70,0,0,1,275000
AVYNL41QPAAX2,21,Male,Electrical,2,6,71,75,1,1,1,250000
A19R9KO2NVNZBX,20,Female,Information Technology,0,6,76,74,0,0,0,260000
A2QDTQVEVVJA5,23,Male,Computer Science,1,6,70,73,0,0,0,
A30LG4SAVOAVEO,20,Male,Civil,2,5,75,78,0,0,0,
A34KUAKPWJ7K4M,21,Male,Mechanical,1,5,74,79,1,0,0,
A144QI1CSAOY0X,23,Female,Information Technology,1,6,73,76,1,0,0,
A380XBGW8D6BTK,24,Female,Electronics And Communication,0,5,78,81,0,0,0,
A2QQYXVRJ25OOK,22,Male,Civil,1,6,79,88,0,0,0,
A1OM0YEFH1LMWK,24,Male,Computer Science,1,5,76,81,0,0,0,
AYYPMZW9C0DWT,23,Female,Computer Science,0,5,81,86,1,1,0,
A2W99NNWG6RZDJ,23,Male,Information Technology,0,5,88,83,0,1,0,
A112E6NE5MGEFM,23,Male,Information Technology,0,5,81,82,0,0,0,
A2R6NHWW91L41P,22,Male,Civil,2,6,86,81,0,0,0,
A39B6LAYBCL5SI,24,Male,Information Technology,0,6,83,80,0,0,1,216000
AUXZVV6A7Z5EJ,22,Male,Civil,0,6,82,76,0,0,1,400000
AK98P835YTX94,24,Male,Computer Science,1,6,81,71,0,0,1,275000
A3G1EXHL34DICN,20,Male,Computer Science,1,5,80,78,0,0,0,
APYZ6Y3B3FO6,20,Male,Computer Science,2,5,76,69,0,0,0,
A2F3X692XHVBCM,24,Male,Mechanical,0,5,71,68,0,1,0,
ALH2IY34YXIFD,24,Male,Civil,0,5,78,76,0,0,0,
A3BAD294BNYK69,21,Male,Information Technology,0,5,69,78,0,0,0,
A2NVOVDVSGUWGF,23,Male,Electrical,1,6,68,79,0,1,0,
AYDS27E60FH0A,21,Female,Computer Science,0,7,76,91,1,0,1,425000
A3AJFGJ6U2CQ1S,23,Female,Computer Science,1,7,78,67,1,0,1,275000
ACMDK9H07LWGY,20,Male,Civil,1,6,79,73,1,0,1,275000
A2XP9D6E9UXGG6,24,Female,Information Technology,1,7,91,78,0,0,0,
A284GFJ79HQPRL,24,Female,Mechanical,1,7,67,79,0,0,1,231000
A2MAYUVBO639EQ,20,Male,Civil,0,7,73,76,1,1,0,
A31GLRUVRI6GID,23,Male,Electronics And Communication,0,6,78,81,0,1,0,
A124NXSCRY33E5,24,Male,Mechanical,0,8,79,88,1,0,1,250000
A3ERYO2GNSW893,20,Male,Mechanical,0,8,76,81,1,1,1,218000
AY4VOVJS58HEO,23,Male,Information Technology,0,7,81,86,0,1,0,
A29LJRFCNKWBFO,22,Female,Information Technology,0,8,68,83,0,0,1,275000
A2NXLMNPSZ6P0,24,Male,Electronics And Communication,0,7,70,82,0,0,0,
A27WP2FBRWDKMQ,23,Male,Information Technology,0,7,71,81,0,0,0,
A3KLWM6JP7JJYF,21,Male,Information Technology,0,7,76,80,0,0,1,300000
AV4CADYJDW9KW,23,Male,Computer Science,1,8,70,67,0,0,1,275000
A1OJ8IR6IUJ3PB,21,Female,Electronics And Communication,1,7,75,68,0,0,0,
AMNNIWOZAH59I,24,Male,Information Technology,1,7,74,69,0,0,1,265000
A31127L26ID38S,24,Female,Electronics And Communication,0,8,73,68,0,0,1,393000
A29YUSPCNV2A6R,22,Male,Information Technology,2,7,78,70,1,0,0,
A1E7U7KXENI89W,21,Female,Electronics And Communication,0,7,81,71,0,0,0,
A3FC5WFESUMMEV,23,Male,Electronics And Communication,2,8,88,76,0,0,1,360000
A13JGFPI5AKX5A,22,Male,Information Technology,0,7,81,70,0,0,1,300000
A1OFBDGM1IPVS7,24,Male,Civil,0,8,86,75,1,0,1,240000
A17Y8JGZ7KUA6E,20,Male,Mechanical,1,8,83,74,0,0,1,265000
A23VLRCRLAU47U,22,Male,Computer Science,1,8,82,73,0,0,1,350000
A3TL67WG2HMFV5,21,Male,Civil,0,8,81,78,0,0,1,240000
A3KXF2B579H8OZ,20,Male,Information Technology,1,7,80,79,0,0,1,250000
A3BHG5R6IUICRU,21,Male,Civil,0,8,68,76,1,0,1,240000
A3MOY4Y1ANEYHV,22,Male,Computer Science,1,8,70,81,0,1,1,278000
A85OCYZA5D7OS,24,Male,Computer Science,1,7,71,88,0,0,0,
A21PBFWI2KV35L,21,Male,Civil,0,7,76,81,0,0,1,260000
A3HYANXQ58CEHA,23,Male,Information Technology,1,8,70,86,0,0,1,300000
AU2ZFIQDTPR8T,21,Male,Electrical,0,6,75,83,0,0,1,240000
A2DCKABCT6OI13,20,Male,Mechanical,1,7,74,82,1,1,0,
A3KBBCYNE0PI2E,24,Male,Information Technology,1,8,73,81,0,0,1,240000
AI28F2VENQ9PA,20,Female,Computer Science,2,7,78,80,1,1,0,
A2Z50ASXJIEJVB,23,Female,Electronics And Communication,0,6,79,76,0,0,0,
A2F6E4MH1IDLFQ,22,Male,Civil,0,6,76,71,0,0,0,
A3ECSAZI5RPH9B,22,Male,Computer Science,3,8,81,78,0,0,1,320000
A21YH81JYRR5B3,23,Male,Mechanical,1,8,88,69,1,0,1,300000
A8WWWHQ5B85I7,23,Male,Information Technology,0,7,81,68,0,1,1,200000
A3JTEWFUNIMKQC,23,Male,Electrical,0,8,86,76,0,0,1,240000
A2B2ENQHZ9TL8A,20,Male,Civil,0,8,83,78,0,0,1,240000
A3J174PVEY90YT,24,Male,Mechanical,0,6,82,79,1,1,1,204000
A23WXKBCPETCIT,20,Female,Electronics And Communication,0,8,81,91,0,0,1,250000
A256USZO3CRK2R,22,Male,Electronics And Communication,1,8,80,67,0,0,1,240000
AIESH16TE0UJA,20,Male,Civil,2,6,76,73,0,0,1,200000
A1KOCGNDLF2VUR,23,Male,Electrical,0,7,71,78,0,0,1,240000
A28DXPK1YANLKI,21,Male,Civil,0,7,78,79,0,0,0,
A2C6V451SLC1PE,24,Male,Mechanical,0,6,69,76,1,0,1,450000
ALDKL81ZMH5HM,21,Male,Mechanical,0,8,68,81,1,1,1,216000
A17ELJ1PDQOQHN,22,Male,Information Technology,1,7,76,88,0,0,1,220000
A81O63DZ3KG19,24,Male,Information Technology,0,6,78,81,0,0,1,240000
AAFKDPQ0C97SD,20,Male,Electrical,0,7,79,86,0,0,0,
A3GPFKRWJAI702,24,Male,Mechanical,1,8,91,83,1,1,1,268000
AF30W6VYOTF7H,22,Male,Mechanical,0,8,67,82,1,0,1,265000
A2U1O55WNTTHE7,23,Male,Information Technology,2,7,73,81,0,0,1,260000
A1AU1G8U8IPXX2,21,Female,Information Technology,0,6,78,80,0,0,0,
A30CK8SQS1JKKT,22,Male,Electronics And Communication,1,8,79,68,0,0,1,240000
A25FBTIH98XKT0,21,Male,Computer Science,0,6,91,70,0,1,1,265000
A22D10SGYUVKSW,23,Female,Computer Science,1,7,67,71,1,0,0,
A2JAEZ8JO0WKY3,21,Male,Mechanical,0,7,68,76,1,0,0,
A1YX1CX5PHE2ZN,21,Male,Electronics And Communication,0,7,69,70,0,1,0,
A2TKRA3E1KRVYH,20,Male,Information Technology,1,8,68,75,0,0,1,275000
A1ZIL99LRIU4C0,21,Male,Information Technology,1,8,70,74,0,0,1,275000
A1CZ8JTF1JCI72,22,Male,Computer Science,0,6,71,73,0,1,0,
AJS07QUDA3BPJ,24,Male,Computer Science,1,8,76,78,0,0,1,360000
A17THU0ZYCJCO1,20,Male,Electronics And Communication,0,7,70,79,0,0,0,
A3SLZHN1BOZTXN,21,Male,Information Technology,1,6,75,76,1,0,0,
APSPFUWRWO7VJ,21,Male,Computer Science,0,6,74,81,0,1,0,
AOWBXX260NFJJ,21,Male,Electronics And Communication,0,8,73,88,0,1,1,336000
A1YL64NA0K1YMN,21,Female,Computer Science,1,8,78,81,1,1,1,275000
A17V41734ZBADO,21,Female,Electronics And Communication,0,8,79,86,0,0,1,230000
A2L632NED7EB5W,23,Female,Electronics And Communication,0,8,76,83,0,0,1,500000
A186JTG8UJIMRE,21,Male,Civil,0,6,81,82,1,1,0,
A2B958PY2TX9NS,24,Female,Electronics And Communication,0,8,88,81,0,0,1,270000
AP5UHIWWM8TS7,23,Female,Mechanical,1,6,81,80,1,0,0,
A2XJN6NOZ6E69H,23,Male,Electrical,0,8,86,76,0,0,1,300000
A1WIF8372JEQOH,23,Male,Computer Science,1,8,83,71,0,0,1,240000
A334EKFMSTLSW0,22,Male,Information Technology,1,8,82,78,0,1,1,300000
A283C1ZL38MXBK,21,Male,Mechanical,0,6,81,69,1,0,0,
A1W8U0003KC4X7,24,Male,Information Technology,0,6,80,68,0,0,1,400000
A16NYFJ7CVP3HZ,24,Male,Electronics And Communication,1,6,76,76,1,1,1,220000
A13RFFM70UXQ8F,22,Male,Electronics And Communication,1,8,71,78,1,1,1,240000
A26A64X86VL1R4,20,Male,Mechanical,0,6,78,79,1,0,0,
A26A64X86VL1R4,20,Male,Computer Science,0,8,69,91,0,0,1,210000
A26A64X86VL1R4,21,Male,Electrical,0,6,68,67,0,0,0,
A26A64X86VL1R4,22,Male,Information Technology,0,6,76,73,0,0,0,
A28SJYEFR84MU1,24,Female,Electronics And Communication,0,6,78,78,0,0,1,230000
AQHX3MG6JY68,21,Male,Information Technology,0,7,79,79,0,0,0,
AUA4JWK5N5NSW,24,Female,Computer Science,1,7,91,76,1,0,1,260000
A1IFBFQ3IMHFSD,22,Male,Information Technology,0,6,67,81,0,0,0,
A2KSP2NXQD7Q6P,24,Male,Information Technology,2,8,73,68,0,0,1,300000
A26FM059RDBJNF,22,Male,Information Technology,1,6,78,70,0,0,0,
A31XSL58N3D318,21,Male,Civil,0,7,79,71,1,1,0,
A3RHE8BGO6YYXJ,20,Male,Mechanical,0,7,76,76,1,0,0,
AOPVOGZHCJIC,22,Male,Computer Science,0,6,81,70,0,0,0,
A1908GL2PZ63W7,21,Male,Computer Science,0,6,88,75,0,0,0,
A3CENWZCRWFW03,22,Male,Electronics And Communication,0,7,81,74,0,0,0,
A2707Z0CH8O27Q,23,Male,Electronics And Communication,0,6,86,73,0,0,0,
ADUKNSH80HM7M,23,Female,Information Technology,1,5,83,78,0,0,0,
A8A0WIWRQQANS,22,Female,Computer Science,1,5,82,79,1,0,0,
ACLQXDVBF8API,20,Female,Computer Science,0,5,81,76,1,1,0,
AYL9YUOBCDG5I,20,Male,Mechanical,0,5,80,81,1,0,0,
A35X4OMBTH6T54,24,Female,Computer Science,2,5,76,88,1,0,0,
A18QDN77U9F3XH,24,Male,Electronics And Communication,0,6,71,81,0,0,1,300000
A2OJQDH12SOUT9,22,Male,Information Technology,1,6,78,86,0,0,0,
A251G9O3M734KL,23,Female,Electronics And Communication,0,5,69,83,0,0,0,
A3QR7DAPXQK7XW,22,Male,Mechanical,1,6,68,82,1,0,0,
A3QAYBEUP5EZYF,21,Female,Mechanical,1,5,67,81,1,0,0,
AZAV8CL5GVZ9M,22,Male,Mechanical,1,5,68,80,0,0,0,
AOY13ZY2UCBT0,24,Male,Information Technology,1,6,69,76,0,1,1,216000
A1Q4QQLIHBQ4WZ,23,Male,Mechanical,0,5,68,71,1,1,0,
A3PUULYPN8K6NV,23,Female,Civil,1,5,70,78,0,0,0,
A281NPSIMI1C2R,22,Male,Electrical,0,5,71,69,0,0,0,
A2KG2PL6X17VXO,20,Male,Computer Science,1,5,76,68,0,0,0,
A1DC8ZQOCYUZJX,23,Male,Computer Science,1,5,70,76,0,0,0,
A2N2O5DQAHQSRK,23,Male,Civil,0,5,75,78,0,0,0,
A174CVSENWZ248,21,Female,Information Technology,0,6,74,79,0,0,0,
A2N25I6628I21M,24,Male,Civil,0,6,73,91,0,0,1,240000
ACELC7PJJLJGP,23,Male,Computer Science,0,6,78,67,0,0,1,250000
A3P7N7Q4K4IA48,24,Male,Information Technology,1,6,79,73,0,0,1,350000
A3DOPYDOS49I3T,22,Male,Information Technology,1,5,76,78,0,0,0,
A1DKPKUGDHBP0F,22,Male,Electrical,1,6,81,79,1,1,0,
A3QEPQ2QPMWSYH,21,Male,Information Technology,0,5,88,76,0,0,0,
A17VP7NMCFXVZA,21,Male,Electronics And Communication,0,6,81,81,0,0,0,
A3HVA6BTVB1UYP,20,Male,Computer Science,0,5,86,70,0,0,0,
A2RZIPVM2GK6WJ,22,Male,Information Technology,0,6,83,71,0,0,0,
ACZQ4RFQ41RIN,23,Female,Mechanical,1,5,82,76,1,0,0,
A1OO1T85YDLXMJ,22,Male,Computer Science,2,6,81,70,0,0,1,250000
A2TN9C5E4A0I3F,23,Male,Civil,1,6,80,75,0,1,0,
AJKQOYD9ILG9Y,22,Male,Electrical,2,6,76,74,1,0,1,200000
AWZAWKBRY2I4S,21,Male,Mechanical,0,5,71,73,1,1,0,
ACRW2NSWDQE6N,21,Male,Electrical,0,6,78,78,0,0,0,
A19UTUEBWKIZFT,20,Male,Mechanical,1,5,69,79,1,0,0,
A19XYNYKI0KS4F,24,Male,Information Technology,0,6,68,76,0,0,1,220000
A2VBRM0D7UVGCD,23,Male,Mechanical,0,5,76,81,1,0,0,
A2YV8GYPCN5PAM,21,Male,Civil,0,5,78,88,0,1,0,
A2BQ9ZPQ9ZHFF7,21,Male,Computer Science,1,6,79,81,0,1,0,
A343MEW27QILWN,20,Male,Information Technology,0,6,91,86,0,0,0,
A3LE67UTFF4AQJ,21,Male,Computer Science,2,5,67,83,0,0,0,
A2VPMHJSA5P7QQ,23,Male,Computer Science,3,6,73,82,0,0,1,400000
A3Y9N8STBFDHM,21,Male,Electronics And Communication,1,5,78,81,0,0,0,
A26X9MU3DBG9XL,22,Male,Electrical,1,6,79,80,0,1,0,
A1MX9W1NEQ2X7C,20,Male,Civil,0,6,76,76,0,1,0,
AX1VRNGLJL99E,24,Male,Information Technology,0,6,81,71,0,0,1,220000
A2TIHGSPR3D91G,24,Male,Electronics And Communication,1,6,88,78,0,1,1,690000
A1JI7IVZCIYNOV,22,Male,Mechanical,0,6,81,69,1,0,0,
ACZC079A53881,22,Male,Information Technology,0,6,86,68,0,0,0,
A2VMB1J58SUVMC,23,Male,Civil,1,6,83,76,0,1,0,
A2IBCXXX4V3KU0,22,Male,Computer Science,0,6,82,78,0,0,0,
A1ACBKFP53DSCW,24,Male,Mechanical,0,6,81,79,1,0,1,220000
A1BS1FBE3TUECE,20,Male,Mechanical,0,6,80,91,1,1,0,
A1R0U5L6R85K5M,24,Male,Civil,1,6,67,67,0,0,1,300000
A1JDAVJPC6VCLO,21,Male,Mechanical,1,5,68,73,1,0,0,
A27VBMB8NNKEJU,23,Male,Computer Science,0,5,69,78,0,1,0,
A2RKFWSCQFNZK,23,Female,Computer Science,1,5,68,79,1,0,0,
AX61H3L62SDDJ,23,Male,Computer Science,1,6,70,76,0,0,0,
A7UQE24D5SB3R,21,Male,Computer Science,1,6,71,81,0,0,0,
AWIRG4E1G7MW8,22,Male,Civil,0,5,76,88,1,0,0,
A1GGWEX2RW0IRW,21,Male,Electronics And Communication,0,6,70,81,0,0,0,
A3PJV4AJC26IT0,22,Male,Electrical,1,6,75,86,1,1,0,
A3SWCA2NEHRL0Z,22,Male,Information Technology,0,5,74,83,0,0,0,
A1958RP97E0D95,23,Male,Civil,1,6,73,82,0,0,0,
A2EKJ6N0CY3ZX0,23,Male,Civil,0,6,78,81,0,1,0,
ABF6W9HQVLQU7,21,Male,Electrical,0,6,79,80,0,1,0,
A3S0KYDLS2CMVY,21,Male,Computer Science,0,6,76,68,0,1,0,
A1UWE64CPO197G,23,Female,Computer Science,1,8,81,70,1,0,1,290000
A2J7BGEY8QI8D6,20,Male,Computer Science,3,7,88,71,0,1,0,
A17RFKCYS69M3Y,21,Male,Electronics And Communication,2,7,81,76,0,0,1,290000
A2Y4S4CNGKF21S,21,Female,Computer Science,0,7,86,70,1,0,0,
A39ALRPNB46WGH,23,Male,Computer Science,1,7,83,75,0,0,0,
A3Q7Q8KPHY2VGU,20,Male,Computer Science,1,6,82,74,0,0,0,
A13TK5XFMWR1TC,21,Male,Information Technology,1,6,81,73,0,0,0,
A2CHHNIA58EPIG,20,Male,Information Technology,0,8,80,78,0,0,1,350000
A3S2W6BUIBONLC,22,Female,Information Technology,1,6,76,79,0,0,0,
A1YD3C318XLDFT,21,Female,Information Technology,1,6,71,76,0,0,0,
A13DZ9YC2TV9W1,24,Male,Information Technology,0,7,78,81,0,0,0,
A1Y1ZEAVQPTCR7,20,Male,Computer Science,1,8,69,88,0,0,1,290000
ATO2AHPNVX7VL,23,Male,Electrical,1,8,68,81,0,0,1,276000
A20NC1C2UWFBFO,22,Female,Electronics And Communication,1,7,76,86,1,0,0,
A2CACWUNN9QV5U,20,Male,Information Technology,1,6,78,83,0,0,0,
A3TQ9SRHTB9UMD,20,Male,Civil,0,7,79,82,0,0,0,
A3JLS0XGQSKFHV,24,Male,Computer Science,2,6,91,81,0,0,1,280000
A1V47E7LUJYFBX,22,Male,Civil,0,8,67,80,1,0,1,290000
ANDAE9GV2STPW,20,Female,Information Technology,1,6,73,76,0,0,0,
AT62HX1HHLLH8,21,Male,Civil,0,8,78,71,1,0,1,290000
A3T0OTH5072YRE,22,Male,Mechanical,0,8,79,78,0,0,1,264000
A1CQRGYG01H9RT,22,Male,Information Technology,1,8,76,69,1,0,1,270000
A2W0K48M6KR71F,22,Female,Electronics And Communication,0,8,81,68,0,0,1,300000
ABDL6LS1BWSHO,24,Male,Civil,1,7,88,76,1,0,0,
A2M37DP44ZNRNQ,22,Male,Information Technology,1,6,81,78,0,0,0,
A1UOW7C1ZSMWMA,23,Male,Information Technology,0,7,86,79,0,0,0,
A17V2N0N8CXSA9,23,Male,Electronics And Communication,1,6,83,71,0,1,0,
A2UHDC378SBCSS,22,Female,Information Technology,1,6,82,76,0,0,0,
AYMEYAL8G7LJB,23,Male,Mechanical,1,6,81,70,1,0,0,
A32HEH9BZ1B0KY,24,Male,Information Technology,0,6,80,75,0,0,1,300000
A30RCQ5140YUR1,24,Male,Information Technology,0,8,68,74,0,0,1,290000
A3CW0ZLUO5X2B1,22,Male,Computer Science,0,6,70,73,0,1,0,
A23UKBPWKEI7ZG,24,Male,Computer Science,1,6,71,78,0,0,1,260000
A2CNEFGEV07ZQ0,21,Female,Computer Science,0,7,76,79,1,0,0,
ADN5LKRD9M497,24,Male,Computer Science,0,7,70,76,0,0,1,250000
AZ8E20LM68O10,21,Male,Mechanical,0,8,75,88,0,0,1,290000
A2XTGNCVSEH18A,24,Male,Civil,0,6,74,81,1,0,1,300000
A3TSQVDK4TZ1VD,24,Male,Information Technology,1,6,73,86,0,0,1,290000
A35TIC6B8MVKWG,21,Male,Electrical,1,6,78,83,0,0,0,
A2MNB77YGJ3CN0,24,Male,Electronics And Communication,1,8,79,82,0,1,1,400000
A2I5MRK2HBO0JC,20,Male,Computer Science,0,6,76,81,0,0,0,
A37O0JPLJ8BOXP,20,Female,Mechanical,1,6,81,80,1,0,0,
A2YCDRIXZGAHO3,24,Male,Computer Science,0,6,88,68,0,0,1,204000
A32Y0FP67C9WF9,21,Male,Computer Science,2,8,81,70,0,0,1,270000
